COMPANY,TITLE,COMPANY_URL,LOCATION,BENEFIT,JOB_URL,LISTING_DATE
Akbank,Veri Bilimi Yönetici Yardımcısı,https://tr.linkedin.com/company/akbank?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-bilimi-y%C3%B6netici-yard%C4%B1mc%C4%B1s%C4%B1-at-akbank-3533274349?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=y3peppNNSlXF7VT6zXSZpQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
Sony,Digital Analyst,https://jp.linkedin.com/company/sony?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/digital-analyst-at-sony-3597032701?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=5vHP5JfMgo7PCHd0Oe3CxQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
Invio,Ürün ve Sistem Yöneticisi,https://www.linkedin.com/company/invio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/%C3%BCr%C3%BCn-ve-sistem-y%C3%B6neticisi-at-invio-3598987570?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=ob4CXgGXCpbcl8Kp7dDlzA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
Atarev Software Solutions,Python Developer,https://tr.linkedin.com/company/atarev-software-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,Turkey,Be an early applicant,https://tr.linkedin.com/jobs/view/python-developer-at-atarev-software-solutions-3605818169?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=FlS4BfDHo0GhteruUM1FaQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,6 days ago
Migros One,Data Analyst,https://tr.linkedin.com/company/migros-one?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/data-analyst-at-migros-one-3599751878?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=njrNCiPkGT9VHRpJzTBUYA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
OPET,Veri Bilimcisi,https://tr.linkedin.com/company/opet?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-bilimcisi-at-opet-3555217025?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=f%2BKoi9nKRexokMnH7NE9qw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,4 days ago
Huawei,Fresh Graduate Cloud Engineer,https://cn.linkedin.com/company/huawei?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/fresh-graduate-cloud-engineer-at-huawei-3599387014?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=VefJ5%2BS2M%2BEJYfuNFrVf%2BQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
QNB Finansbank,Product Analyst/Qnbeyond,https://tr.linkedin.com/company/qnb-finansbank?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/product-analyst-qnbeyond-at-qnb-finansbank-3580161960?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=UWZ%2FHcPt20r5ehoOv74x3Q%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
KoçDigital,ANALYTICS CONSULTANT (CK5197),https://tr.linkedin.com/company/koc-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/analytics-consultant-ck5197-at-ko%C3%A7digital-3593519161?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=%2B8c6vLr3MiVQ9JT%2FJcFnRw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
NielsenIQ,Business Analyst,https://www.linkedin.com/company/nielseniq?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/business-analyst-at-nielseniq-3604170383?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=ffVaXZ0aU3v56U0sfr5f3w%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
Koçtaş,Veri Mühendisi,https://tr.linkedin.com/company/koctas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cekmekoy, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-m%C3%BChendisi-at-ko%C3%A7ta%C5%9F-3581100931?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=EOk7IpGq%2B5yis1LeU%2BqEbg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
AVD Consultancy,Data Scientist,https://tr.linkedin.com/company/avdconsultancy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kadikoy, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/data-scientist-at-avd-consultancy-3603242811?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=BVAayZC4Ruw7BurBqTxunQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,3 weeks ago
TEB,İş Analisti (Temel Bankacılık),https://tr.linkedin.com/company/teb?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/i%CC%87%C5%9F-analisti-temel-bankac%C4%B1l%C4%B1k-at-teb-3603503557?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=10n4MwcOtPKOQTd7Pw0D5A%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,3 weeks ago
Massive Bio,Machine Learning Developer (Hybrid),https://www.linkedin.com/company/massivebio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/machine-learning-developer-hybrid-at-massive-bio-3606279686?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=bw%2Fg8ot6ILX%2Fo1fX0uiQqg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,5 days ago
Yapı Kredi,Ticari Kredi Risk Kontrol ve Modelleme Yetkili Yardımcısı / Yetkilisi,https://tr.linkedin.com/company/yapikredi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/ticari-kredi-risk-kontrol-ve-modelleme-yetkili-yard%C4%B1mc%C4%B1s%C4%B1-yetkilisi-at-yap%C4%B1-kredi-3577057750?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=Hb64nlNK7ZDSgEq5BJCmLQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
Watsons Turkey,Tedarik Zinciri Stajyeri,https://tr.linkedin.com/company/watsons-turkey?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/tedarik-zinciri-stajyeri-at-watsons-turkey-3600756112?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=koHMcrM0bdnKNzg6V2PGqA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
OPET,Veri Mühendisi,https://tr.linkedin.com/company/opet?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Be an early applicant,https://tr.linkedin.com/jobs/view/veri-m%C3%BChendisi-at-opet-3555209986?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=Tc5TJLvM0xq6TFCb2mQM5g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
Roketsan,Sistem Modelleme ve Algoritma Geliştirme Mühendisi,https://tr.linkedin.com/company/roketsan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ankara, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/sistem-modelleme-ve-algoritma-geli%C5%9Ftirme-m%C3%BChendisi-at-roketsan-3559657918?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=hGHJWGJ5AVr0gC1skm7ZAA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,5 days ago
Turk Telekom,İş Zekası Operasyonları Uzmanı/Kd. Uzmanı,https://tr.linkedin.com/company/turktelekom?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/i%CC%87%C5%9F-zekas%C4%B1-operasyonlar%C4%B1-uzman%C4%B1-kd-uzman%C4%B1-at-t%C3%BCrk-telekom-3043110388?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=N4NjqKPwQX%2FNU%2FomL0IzRw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,4 days ago
Aydos Yazılım Geliştirme ve Robot Teknolojileri,Sunucu Geliştirici,https://tr.linkedin.com/company/aydosyazilim?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/sunucu-geli%C5%9Ftirici-at-aydos-yaz%C4%B1l%C4%B1m-geli%C5%9Ftirme-ve-robot-teknolojileri-3605576600?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=432883XvM1vDrZ46V5jUVA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
Türkiye Finans Katılım Bankası,İş Zekası Yetkilisi / Yönetici Yardımcısı,https://tr.linkedin.com/company/turkiyefinans?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/i%CC%87%C5%9F-zekas%C4%B1-yetkilisi-y%C3%B6netici-yard%C4%B1mc%C4%B1s%C4%B1-at-t%C3%BCrkiye-finans-kat%C4%B1l%C4%B1m-bankas%C4%B1-3482951377?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=nXJt2HcP7sJFSVfgBh5IGQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
Domino's Turkey,Operasyon Analisti,https://tr.linkedin.com/company/dominoskariyer?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/operasyon-analisti-at-domino-s-t%C3%BCrkiye-3601137342?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=ba2DAn7EXGwYIjOO%2FdnagA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
MLPCARE,Veri Yönetimi ve Raporlama Uzmanı,https://tr.linkedin.com/company/mlpcare?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Unkown,https://tr.linkedin.com/jobs/view/veri-y%C3%B6netimi-ve-raporlama-uzman%C4%B1-at-mlpcare-3603358034?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=Y3fkwA%2FnvqLYDqKu6c2Ifw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Green Crescent,Veri Analiz Uzmanı,https://tr.linkedin.com/company/1920yesilay?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Unkown,https://tr.linkedin.com/jobs/view/veri-analiz-uzman%C4%B1-at-ye%C5%9Filay-3603165183?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=MXRN2%2BAoA5Hu%2FxVFYm%2B5PQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Garanti BBVA,Ticari Risk Stratejileri Uzmanı/Yönetmeni,https://tr.linkedin.com/company/garanti-bbva?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Unkown,https://tr.linkedin.com/jobs/view/ticari-risk-stratejileri-uzman%C4%B1-y%C3%B6netmeni-at-garanti-bbva-3590557055?refId=Ya6FkuAUvbZTd8IKsNQ6OA%3D%3D&trackingId=7p75tlgbtPXNg%2BPKHxyaSg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Sony,Digital Analyst,https://jp.linkedin.com/company/sony?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/digital-analyst-at-sony-3597032701?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=%2FJ0iuTpSGZ6xQvEGeT%2B9xQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
Invio,Ürün ve Sistem Yöneticisi,https://www.linkedin.com/company/invio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/%C3%BCr%C3%BCn-ve-sistem-y%C3%B6neticisi-at-invio-3598987570?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=5FDG7cfMdGrBEiNwgoZsmw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
Atarev Software Solutions,Python Developer,https://tr.linkedin.com/company/atarev-software-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,Turkey,Be an early applicant,https://tr.linkedin.com/jobs/view/python-developer-at-atarev-software-solutions-3605818169?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=4nFS8TsZUwUKXdhxTRyeVw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,6 days ago
Migros One,Data Analyst,https://tr.linkedin.com/company/migros-one?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/data-analyst-at-migros-one-3599751878?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=G4Fi3%2BcPbqJbNo8Iwz4G2w%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
OPET,Veri Bilimcisi,https://tr.linkedin.com/company/opet?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-bilimcisi-at-opet-3555217025?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=weOj9AbXIfi%2FuTRshY1sbg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,4 days ago
Huawei,Fresh Graduate Cloud Engineer,https://cn.linkedin.com/company/huawei?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/fresh-graduate-cloud-engineer-at-huawei-3599387014?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=LApTfqCJru%2FlhDqSB0XCgA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
QNB Finansbank,Product Analyst/Qnbeyond,https://tr.linkedin.com/company/qnb-finansbank?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/product-analyst-qnbeyond-at-qnb-finansbank-3580161960?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=dY3rkrKCQqtTjyVUafzbMQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
KoçDigital,ANALYTICS CONSULTANT (CK5197),https://tr.linkedin.com/company/koc-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/analytics-consultant-ck5197-at-ko%C3%A7digital-3593519161?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=UwxHl6wq2MmfnQkTGyGgoA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
NielsenIQ,Business Analyst,https://www.linkedin.com/company/nielseniq?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/business-analyst-at-nielseniq-3604170383?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=Waf9aZD8JbFfI3DwTbzN4A%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
Koçtaş,Veri Mühendisi,https://tr.linkedin.com/company/koctas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cekmekoy, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-m%C3%BChendisi-at-ko%C3%A7ta%C5%9F-3581100931?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=utQuZ08ny7msb%2FwkzQVUOQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
AVD Consultancy,Data Scientist,https://tr.linkedin.com/company/avdconsultancy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kadikoy, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/data-scientist-at-avd-consultancy-3603242811?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=eg6g8gUrwPXYSdHRnyatMw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,3 weeks ago
TEB,İş Analisti (Temel Bankacılık),https://tr.linkedin.com/company/teb?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/i%CC%87%C5%9F-analisti-temel-bankac%C4%B1l%C4%B1k-at-teb-3603503557?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=k%2FOJqQQ%2BvTKY2Zfhc5Op%2Fg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,3 weeks ago
Massive Bio,Machine Learning Developer (Hybrid),https://www.linkedin.com/company/massivebio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/machine-learning-developer-hybrid-at-massive-bio-3606279686?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=5fj9ev54%2F7Rh7cTq7AfBmg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,5 days ago
Yapı Kredi,Ticari Kredi Risk Kontrol ve Modelleme Yetkili Yardımcısı / Yetkilisi,https://tr.linkedin.com/company/yapikredi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/ticari-kredi-risk-kontrol-ve-modelleme-yetkili-yard%C4%B1mc%C4%B1s%C4%B1-yetkilisi-at-yap%C4%B1-kredi-3577057750?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=hTswo%2BB4pubSQIVS44Lf%2BA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
Watsons Turkey,Tedarik Zinciri Stajyeri,https://tr.linkedin.com/company/watsons-turkey?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/tedarik-zinciri-stajyeri-at-watsons-turkey-3600756112?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=THR0RLP15hn2f8YlyG8h4g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
OPET,Veri Mühendisi,https://tr.linkedin.com/company/opet?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Be an early applicant,https://tr.linkedin.com/jobs/view/veri-m%C3%BChendisi-at-opet-3555209986?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=t0dD97RJRJ%2F38S0EGLQ3wA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
Roketsan,Sistem Modelleme ve Algoritma Geliştirme Mühendisi,https://tr.linkedin.com/company/roketsan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ankara, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/sistem-modelleme-ve-algoritma-geli%C5%9Ftirme-m%C3%BChendisi-at-roketsan-3559657918?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=lU4N4VrPxbmLI9Gs2vYwmQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,5 days ago
Turk Telekom,İş Zekası Operasyonları Uzmanı/Kd. Uzmanı,https://tr.linkedin.com/company/turktelekom?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/i%CC%87%C5%9F-zekas%C4%B1-operasyonlar%C4%B1-uzman%C4%B1-kd-uzman%C4%B1-at-t%C3%BCrk-telekom-3043110388?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=1jPfHlD7vj3KwaK4hYxqQA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,3 days ago
Aydos Yazılım Geliştirme ve Robot Teknolojileri,Sunucu Geliştirici,https://tr.linkedin.com/company/aydosyazilim?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/sunucu-geli%C5%9Ftirici-at-aydos-yaz%C4%B1l%C4%B1m-geli%C5%9Ftirme-ve-robot-teknolojileri-3605576600?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=eZNSQWxPwCCxgFWWii2qgQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
Türkiye Finans Katılım Bankası,İş Zekası Yetkilisi / Yönetici Yardımcısı,https://tr.linkedin.com/company/turkiyefinans?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/i%CC%87%C5%9F-zekas%C4%B1-yetkilisi-y%C3%B6netici-yard%C4%B1mc%C4%B1s%C4%B1-at-t%C3%BCrkiye-finans-kat%C4%B1l%C4%B1m-bankas%C4%B1-3482951377?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=BICpkleBTulZvGLxw1QB9w%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,4 days ago
Domino's Turkey,Operasyon Analisti,https://tr.linkedin.com/company/dominoskariyer?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/operasyon-analisti-at-domino-s-t%C3%BCrkiye-3601137342?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=x%2B9sbHEFasLqhInhIIttLw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Green Crescent,Veri Analiz Uzmanı,https://tr.linkedin.com/company/1920yesilay?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-analiz-uzman%C4%B1-at-ye%C5%9Filay-3603165183?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=KGipqSkrya5ma81TSkQdrw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Garanti BBVA,Ticari Risk Stratejileri Uzmanı/Yönetmeni,https://tr.linkedin.com/company/garanti-bbva?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Unkown,https://tr.linkedin.com/jobs/view/ticari-risk-stratejileri-uzman%C4%B1-y%C3%B6netmeni-at-garanti-bbva-3590557055?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=iRroL3Jh9u5cohjg4%2BobLw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
MLPCARE,Veri Yönetimi ve Raporlama Uzmanı,https://tr.linkedin.com/company/mlpcare?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Istanbul, Turkey",Unkown,https://tr.linkedin.com/jobs/view/veri-y%C3%B6netimi-ve-raporlama-uzman%C4%B1-at-mlpcare-3603358034?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=fOyRRGSYW4VCh31emtIflg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Yemeksepeti,Data Analyst - Marketing Technologies,https://tr.linkedin.com/company/yemeksepeti?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Unkown,https://tr.linkedin.com/jobs/view/data-analyst-marketing-technologies-at-yemeksepeti-3598586111?refId=tEJvxPeExOuDM3q4lTmK0A%3D%3D&trackingId=eCI2z4E7zQAYeLOnyh4I4g%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,Unknown
Invio,Ürün ve Sistem Yöneticisi,https://www.linkedin.com/company/invio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/%C3%BCr%C3%BCn-ve-sistem-y%C3%B6neticisi-at-invio-3598987570?refId=A1thSTm51u8mZU2G5om30w%3D%3D&trackingId=n%2B0%2BNu5nQOnK%2FyoyXfjv2g%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,1 week ago
Atarev Software Solutions,Python Developer,https://tr.linkedin.com/company/atarev-software-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,Turkey,Be an early applicant,https://tr.linkedin.com/jobs/view/python-developer-at-atarev-software-solutions-3605818169?refId=A1thSTm51u8mZU2G5om30w%3D%3D&trackingId=Mj4iOSI3Pdd9JZuypLssrg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,6 days ago
Migros One,Data Analyst,https://tr.linkedin.com/company/migros-one?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/data-analyst-at-migros-one-3599751878?refId=A1thSTm51u8mZU2G5om30w%3D%3D&trackingId=Wwu%2FrbTSyZzgTefFoUnOJg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
OPET,Veri Bilimcisi,https://tr.linkedin.com/company/opet?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/veri-bilimcisi-at-opet-3555217025?refId=A1thSTm51u8mZU2G5om30w%3D%3D&trackingId=EomNysgDoYt14svsL3zd4w%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,4 days ago
Huawei,Fresh Graduate Cloud Engineer,https://cn.linkedin.com/company/huawei?trk=public_jobs_jserp-result_job-search-card-subtitle,"Istanbul, Turkey",Actively Hiring,https://tr.linkedin.com/jobs/view/fresh-graduate-cloud-engineer-at-huawei-3599387014?refId=A1thSTm51u8mZU2G5om30w%3D%3D&trackingId=E3swjrYY93iRK6E0C2Y3Nw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,2 weeks ago
